,BCH-USD,BTC-USD,ETH-USD,LTC-USD,cash_balance,crypto_balance,revenue,total_balance,transaction_cost
2018-09-11 14:01:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25193.363034286624,72529.1055119334,-1.381586437381013,97722.46854622003,0.0
2018-09-11 14:02:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25193.519081599967,72529.06132611675,0.11186149668732467,97722.58040771671,0.0
2018-09-11 14:03:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25193.41531184787,72529.03670083184,-0.12839503699591204,97722.45201267971,0.0
2018-09-11 14:04:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25173.000944017695,72543.38183820045,-6.069230461572679,97716.38278221815,0.0
2018-09-11 14:05:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25125.727569005598,72565.79059934986,-24.864613862690263,97691.51816835545,0.0
2018-09-11 14:06:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25053.465660250673,72610.9725285737,-27.079979531094857,97664.43818882437,0.0
2018-09-11 14:07:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25010.08194930652,72631.73761175082,-22.618627767021856,97641.81956105735,0.0
2018-09-11 14:08:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25009.670535359866,72631.94068679161,-0.2083389058631916,97641.61122215148,0.0
2018-09-11 14:09:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25007.855742753673,72630.15217216843,-3.6033072293845767,97638.0079149221,0.0
2018-09-11 14:10:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25007.231291710224,72629.973753534,-0.8028696778820947,97637.20504524422,0.0
2018-09-11 14:11:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,24987.304438289284,72640.86658447195,-9.03402248298334,97628.17102276123,0.0
2018-09-11 14:12:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,24967.533370391553,72650.93371271767,-9.703939652015587,97618.46708310922,0.0
2018-09-11 14:13:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25007.332967141338,72631.19088256347,20.056766595586986,97638.52384970481,0.0
2018-09-11 14:14:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25011.632997995388,72627.15874857162,0.26789686219002695,97638.791746567,0.0
2018-09-11 14:15:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25035.75454177757,72613.6027341022,10.565529312768934,97649.35727587977,0.0
2018-09-11 14:16:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25035.651033815608,72612.9251016803,-0.7811403838605703,97648.57613549591,0.0
2018-09-11 14:17:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25037.73140286999,72612.11839553477,1.2736629088395812,97649.84979840476,0.0
2018-09-11 14:18:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25040.578918984786,72610.66869543497,1.3978160149958605,97651.24761441976,0.0
2018-09-11 14:19:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25024.426179324073,72618.74243333278,-8.079001762899715,97643.16861265685,0.0
