0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
5667.231428571428,5672.995714285714,5679.73,5691.518571428571,5700.314285714285,5706.8671428571415,5715.24,5720.7814285714285,5724.304285714286,5725.714285714286,5722.924285714285,5718.7871428571425,5714.997142857142,5709.557142857142,5705.872857142857,5704.902857142858,5707.044285714285,5708.354285714285,5712.224285714286,5716.2071428571435,5717.515714285714,5717.801428571428,5715.212857142857,5709.339999999999,5704.662857142856,5702.2585714285715,5698.0028571428575,5695.404285714286,5692.444285714286,5690.431428571429,5691.549999999999,5692.774285714285,5692.005714285714,5693.404285714286,5695.197142857143,5697.948571428572,5701.57,5703.834285714285,5706.067142857141,5710.204285714287,5712.348571428572,5714.4857142857145,5715.552857142858,5716.400000000001,5716.177142857144,5713.748571428572,5709.424285714285,5707.141428571428,5702.977142857142,5699.852857142857,5694.954285714285,5690.382857142857,5686.721428571429,5678.011428571429,5669.117142857142,5662.282857142856,5655.904285714285,5647.19,5638.484285714286,5627.2,5621.451428571429,5611.005714285715,5600.84,5592.121428571428,5588.367142857142,5583.977142857142,5582.051428571428,5578.2242857142855,5581.25,5584.791428571429,5584.868571428571,5583.237142857143,5582.9857142857145,5583.624285714285,5582.7985714285705,5579.232857142856,5578.044285714285,5578.901428571429,5580.94,5586.862857142857,5594.718571428571,5604.755714285713,5616.201428571429,5625.011428571429,5633.354285714286,5640.044285714285,5642.324285714286,5642.057142857143,5640.988571428572,5638.045714285714,5634.588571428571,5628.148571428571,5621.042857142857,5611.205714285713,5600.902857142857,5592.495714285714,5583.715714285714,5570.885714285713,5561.475714285713,5552.395714285713,5541.805714285715,5532.378571428572,5520.464285714286,5510.19,5501.261428571427,5486.771428571429,5472.9228571428575,5463.919999999999,5446.955714285715,5436.147142857142,5422.8442857142845,5415.125714285714,5409.981428571428,5405.868571428571,5407.464285714285,5418.712857142857,5423.9857142857145,5433.571428571428,5443.387142857143,5454.121428571428,5463.055714285714,5464.995714285713,5463.867142857142,5464.611428571428,5463.634285714285,5460.324285714286,5460.302857142856,5459.937142857142,5460.18,5463.278571428572,5467.192857142857,5472.882857142856,5481.455714285715,5488.67,5496.052857142858,5504.184285714286,5507.504285714285,5508.382857142857,5506.238571428571,5497.798571428571,5489.428571428572,5480.897142857142,5472.268571428571,5465.551428571428,5459.404285714286,5455.009999999999,5454.164285714286,5450.748571428572,5448.417142857143,5445.555714285714,5442.697142857142,5441.448571428571,5442.922857142857,5441.494285714285,5442.78,5444.0657142857135,5444.631428571428,5443.544285714285,5441.837142857143,5437.475714285714,5427.608571428572,5416.111428571428,5402.221428571429,5390.4171428571435,5378.0771428571425,5365.768571428572,5350.897142857142,5340.048571428571,5330.907142857142,5330.017142857143,5327.552857142856,5329.835714285714,5331.568571428571,5339.007142857143,5350.532857142856,5361.2,5367.124285714285,5373.265714285714,5381.3042857142855,5388.507142857143,2.05428571428573
5707.16625,5708.040000000001,5709.1849999999995,5710.25,5713.197500000001,5714.892500000001,5715.95125,5715.33875,5711.9225,5707.10125,5704.91625,5700.753750000001,5696.6900000000005,5694.01375,5691.39,5691.217500000001,5692.60625,5693.8412499999995,5693.00625,5694.235000000001,5696.240000000001,5699.375000000001,5702.945,5705.308749999999,5709.092499999999,5710.8062500000015,5712.681250000001,5714.05125,5715.52,5715.726250000001,5713.98375,5712.030000000001,5708.12625,5704.48125,5701.2474999999995,5697.49625,5692.96125,5688.21,5680.76,5672.8575,5665.23,5660.058749999999,5651.416249999999,5643.55,5632.925,5623.64875,5614.227500000001,5605.487500000001,5598.6675000000005,5592.32125,5588.23875,5583.546249999999,5580.795,5579.05125,5582.55,5584.6925,5584.547500000001,5583.530000000001,5583.2375,5581.44875,5579.933749999999,5579.745,5579.53875,5581.110000000001,5586.7025,5593.50375,5599.938749999999,5609.161249999999,5619.80125,5627.935,5634.610000000001,5640.41375,5641.798750000001,5640.425,5638.290000000001,5635.89,5630.68,5623.8375,5615.18,5605.554999999999,5597.05875,5588.17625,5577.125,5566.706249999999,5557.553749999999,5545.8475,5536.581250000001,5526.675000000001,5516.1587500000005,5504.9775,5493.106249999999,5480.0700000000015,5468.431250000001,5453.5875,5442.4725,5430.74125,5421.796249999999,5413.23625,5409.280000000001,5411.155000000001,5414.03125,5422.37375,5428.4875,5439.77125,5447.3575,5455.719999999999,5462.89125,5463.383749999999,5462.535,5463.18,5463.18,5462.1587500000005,5460.808749999999,5460.375,5461.88125,5465.445000000001,5470.4175,5478.773749999999,5486.96125,5492.09,5499.09125,5503.29,5504.91125,5504.5825,5500.575,5493.9375,5485.28875,5478.28,5469.48625,5462.82375,5457.88125,5455.01,5452.76875,5449.40375,5447.35625,5443.61125,5441.733749999999,5443.46,5443.18375,5442.8075,5443.55625,5444.04375,5441.85125,5440.98125,5439.98375,5429.7837500000005,5420.5975,5408.0675,5397.101250000001,5383.616250000001,5372.9275,5360.411250000001,5344.535,5335.98375,5332.735,5331.766250000001,5330.607499999999,5332.2325,5336.994999999999,5344.21625,5354.491249999999,5364.425,5369.608749999999,5377.64,5383.57,5388.61375,5387.44625,5385.87875,5385.4775,5385.66,5384.50875,5380.3525,5376.8625,5375.31625,5379.60125,5382.585,5384.33625,5385.77875,5390.780000000001,5397.280000000001,4.532500000000027
5715.212857142857,5709.339999999999,5704.662857142856,5702.2585714285715,5698.0028571428575,5695.404285714286,5692.444285714286,5690.431428571429,5691.549999999999,5692.774285714285,5692.005714285714,5693.404285714286,5695.197142857143,5697.948571428572,5701.57,5703.834285714285,5706.067142857141,5710.204285714287,5712.348571428572,5714.4857142857145,5715.552857142858,5716.400000000001,5716.177142857144,5713.748571428572,5709.424285714285,5707.141428571428,5702.977142857142,5699.852857142857,5694.954285714285,5690.382857142857,5686.721428571429,5678.011428571429,5669.117142857142,5662.282857142856,5655.904285714285,5647.19,5638.484285714286,5627.2,5621.451428571429,5611.005714285715,5600.84,5592.121428571428,5588.367142857142,5583.977142857142,5582.051428571428,5578.2242857142855,5581.25,5584.791428571429,5584.868571428571,5583.237142857143,5582.9857142857145,5583.624285714285,5582.7985714285705,5579.232857142856,5578.044285714285,5578.901428571429,5580.94,5586.862857142857,5594.718571428571,5604.755714285713,5616.201428571429,5625.011428571429,5633.354285714286,5640.044285714285,5642.324285714286,5642.057142857143,5640.988571428572,5638.045714285714,5634.588571428571,5628.148571428571,5621.042857142857,5611.205714285713,5600.902857142857,5592.495714285714,5583.715714285714,5570.885714285713,5561.475714285713,5552.395714285713,5541.805714285715,5532.378571428572,5520.464285714286,5510.19,5501.261428571427,5486.771428571429,5472.9228571428575,5463.919999999999,5446.955714285715,5436.147142857142,5422.8442857142845,5415.125714285714,5409.981428571428,5405.868571428571,5407.464285714285,5418.712857142857,5423.9857142857145,5433.571428571428,5443.387142857143,5454.121428571428,5463.055714285714,5464.995714285713,5463.867142857142,5464.611428571428,5463.634285714285,5460.324285714286,5460.302857142856,5459.937142857142,5460.18,5463.278571428572,5467.192857142857,5472.882857142856,5481.455714285715,5488.67,5496.052857142858,5504.184285714286,5507.504285714285,5508.382857142857,5506.238571428571,5497.798571428571,5489.428571428572,5480.897142857142,5472.268571428571,5465.551428571428,5459.404285714286,5455.009999999999,5454.164285714286,5450.748571428572,5448.417142857143,5445.555714285714,5442.697142857142,5441.448571428571,5442.922857142857,5441.494285714285,5442.78,5444.0657142857135,5444.631428571428,5443.544285714285,5441.837142857143,5437.475714285714,5427.608571428572,5416.111428571428,5402.221428571429,5390.4171428571435,5378.0771428571425,5365.768571428572,5350.897142857142,5340.048571428571,5330.907142857142,5330.017142857143,5327.552857142856,5329.835714285714,5331.568571428571,5339.007142857143,5350.532857142856,5361.2,5367.124285714285,5373.265714285714,5381.3042857142855,5388.507142857143,5390.561428571428,5388.412857142856,5386.404285714286,5385.259999999999,5385.468571428571,5381.115714285714,5377.627142857143,5375.0771428571425,5376.698571428571,5381.238571428571,5383.098571428572,5383.747142857143,5386.92,5393.032857142857,5400.961428571428,5405.35857142857,5405.41,5407.075714285714,5409.071428571428,5408.758571428571,5405.882857142858,5401.674285714285,-2.6628571428571894
5720.7814285714285,5724.304285714286,5725.714285714286,5722.924285714285,5718.7871428571425,5714.997142857142,5709.557142857142,5705.872857142857,5704.902857142858,5707.044285714285,5708.354285714285,5712.224285714286,5716.2071428571435,5717.515714285714,5717.801428571428,5715.212857142857,5709.339999999999,5704.662857142856,5702.2585714285715,5698.0028571428575,5695.404285714286,5692.444285714286,5690.431428571429,5691.549999999999,5692.774285714285,5692.005714285714,5693.404285714286,5695.197142857143,5697.948571428572,5701.57,5703.834285714285,5706.067142857141,5710.204285714287,5712.348571428572,5714.4857142857145,5715.552857142858,5716.400000000001,5716.177142857144,5713.748571428572,5709.424285714285,5707.141428571428,5702.977142857142,5699.852857142857,5694.954285714285,5690.382857142857,5686.721428571429,5678.011428571429,5669.117142857142,5662.282857142856,5655.904285714285,5647.19,5638.484285714286,5627.2,5621.451428571429,5611.005714285715,5600.84,5592.121428571428,5588.367142857142,5583.977142857142,5582.051428571428,5578.2242857142855,5581.25,5584.791428571429,5584.868571428571,5583.237142857143,5582.9857142857145,5583.624285714285,5582.7985714285705,5579.232857142856,5578.044285714285,5578.901428571429,5580.94,5586.862857142857,5594.718571428571,5604.755714285713,5616.201428571429,5625.011428571429,5633.354285714286,5640.044285714285,5642.324285714286,5642.057142857143,5640.988571428572,5638.045714285714,5634.588571428571,5628.148571428571,5621.042857142857,5611.205714285713,5600.902857142857,5592.495714285714,5583.715714285714,5570.885714285713,5561.475714285713,5552.395714285713,5541.805714285715,5532.378571428572,5520.464285714286,5510.19,5501.261428571427,5486.771428571429,5472.9228571428575,5463.919999999999,5446.955714285715,5436.147142857142,5422.8442857142845,5415.125714285714,5409.981428571428,5405.868571428571,5407.464285714285,5418.712857142857,5423.9857142857145,5433.571428571428,5443.387142857143,5454.121428571428,5463.055714285714,5464.995714285713,5463.867142857142,5464.611428571428,5463.634285714285,5460.324285714286,5460.302857142856,5459.937142857142,5460.18,5463.278571428572,5467.192857142857,5472.882857142856,5481.455714285715,5488.67,5496.052857142858,5504.184285714286,5507.504285714285,5508.382857142857,5506.238571428571,5497.798571428571,5489.428571428572,5480.897142857142,5472.268571428571,5465.551428571428,5459.404285714286,5455.009999999999,5454.164285714286,5450.748571428572,5448.417142857143,5445.555714285714,5442.697142857142,5441.448571428571,5442.922857142857,5441.494285714285,5442.78,5444.0657142857135,5444.631428571428,5443.544285714285,5441.837142857143,5437.475714285714,5427.608571428572,5416.111428571428,5402.221428571429,5390.4171428571435,5378.0771428571425,5365.768571428572,5350.897142857142,5340.048571428571,5330.907142857142,5330.017142857143,5327.552857142856,5329.835714285714,5331.568571428571,5339.007142857143,5350.532857142856,5361.2,5367.124285714285,5373.265714285714,5381.3042857142855,5388.507142857143,5390.561428571428,5388.412857142856,5386.404285714286,5385.259999999999,5385.468571428571,5381.115714285714,5377.627142857143,-2.549999999999922
5691.501666666667,5690.688333333333,5691.57,5690.455,5692.303333333333,5694.388333333333,5697.016666666667,5700.271666666666,5702.378333333332,5704.473333333332,5706.860000000001,5711.903333333333,5714.398333333333,5716.3099999999995,5716.585,5717.038333333334,5716.268333333334,5710.995,5708.491666666666,5705.829999999999,5701.638333333333,5697.28,5692.278333333333,5689.008333333333,5684.508333333333,5674.506666666666,5666.326666666666,5657.8066666666655,5651.721666666666,5641.886666666666,5632.731666666667,5625.2283333333335,5618.896666666667,5606.503333333334,5593.565,5587.474999999999,5583.416666666666,5582.305,5579.261666666666,5580.651666666667,5583.648333333333,5585.013333333333,5583.393333333333,5582.553333333333,5583.394999999999,5585.561666666666,5582.458333333333,5577.163333333332,5577.051666666667,5578.335,5580.166666666666,5587.173333333333,5599.468333333332,5612.235000000001,5621.68,5630.846666666666,5639.484999999999,5642.211666666667,5642.713333333333,5642.986666666668,5641.153333333333,5636.886666666666,5632.286666666667,5625.606666666667,5617.383333333332,5606.719999999999,5596.219999999999,5588.011666666666,5577.535,5565.48,5556.111666666666,5548.771666666667,5537.773333333334,5526.083333333334,5514.218333333334,5506.723333333332,5495.2300000000005,5479.55,5468.408333333333,5457.905,5440.323333333334,5427.834999999999,5415.236666666666,5411.643333333333,5406.118333333333,5400.681666666666,5411.831666666666,5419.983333333334,5429.166666666666,5436.756666666666,5450.616666666666,5462.413333333334,5465.538333333332,5465.828333333333,5466.511666666666,5465.379999999999,5460.378333333333,5457.853333333333,5459.201666666666,5459.636666666666,5461.526666666667,5464.956666666666,5469.531666666666,5475.03,5482.531666666667,5492.723333333333,5501.488333333333,5509.25,5511.986666666666,5510.948333333334,5503.943333333334,5493.1816666666655,5484.995,5474.32,5468.141666666666,5462.016666666666,5456.308333333333,5454.0233333333335,5452.040000000001,5449.821666666667,5446.493333333333,5444.813333333333,5442.525,5440.486666666666,5440.908333333333,5441.243333333333,5443.245,5444.754999999999,5447.07,5444.969999999999,5439.219999999999,5436.219999999999,5423.543333333333,5410.631666666666,5395.276666666667,5385.088333333333,5370.583333333334,5355.5616666666665,5346.723333333333,5334.803333333333,5327.431666666666,5324.8099999999995,5326.143333333333,5328.661666666665,5333.011666666666,5345.508333333333,5357.7,5363.8116666666665,5370.9766666666665,5376.8116666666665,5386.6866666666665,5390.761666666666,5392.208333333333,5389.448333333334,5386.304999999999,5384.969999999999,5381.669999999999,5378.063333333333,5375.671666666666,5376.65,5378.125,5381.613333333333,5382.205,5384.74,5388.905,5396.619999999999,5404.956666666666,5406.264999999999,5407.6433333333325,5409.421666666666,5410.583333333333,5407.251666666667,5402.361666666666,5400.658333333333,5398.8,5399.7,5401.495,5409.8983333333335,5419.121666666666,5430.9383333333335,17.609999999999975
5636.938749999999,5638.43875,5640.68875,5642.785000000001,5647.635,5653.7325,5657.35625,5664.01875,5671.12125,5677.01375,5686.58,5695.7525,5702.6075,5710.334999999999,5716.93375,5721.06,5723.142500000001,5724.375000000001,5719.6125,5715.455,5712.688749999999,5708.737499999999,5707.16625,5708.040000000001,5709.1849999999995,5710.25,5713.197500000001,5714.892500000001,5715.95125,5715.33875,5711.9225,5707.10125,5704.91625,5700.753750000001,5696.6900000000005,5694.01375,5691.39,5691.217500000001,5692.60625,5693.8412499999995,5693.00625,5694.235000000001,5696.240000000001,5699.375000000001,5702.945,5705.308749999999,5709.092499999999,5710.8062500000015,5712.681250000001,5714.05125,5715.52,5715.726250000001,5713.98375,5712.030000000001,5708.12625,5704.48125,5701.2474999999995,5697.49625,5692.96125,5688.21,5680.76,5672.8575,5665.23,5660.058749999999,5651.416249999999,5643.55,5632.925,5623.64875,5614.227500000001,5605.487500000001,5598.6675000000005,5592.32125,5588.23875,5583.546249999999,5580.795,5579.05125,5582.55,5584.6925,5584.547500000001,5583.530000000001,5583.2375,5581.44875,5579.933749999999,5579.745,5579.53875,5581.110000000001,5586.7025,5593.50375,5599.938749999999,5609.161249999999,5619.80125,5627.935,5634.610000000001,5640.41375,5641.798750000001,5640.425,5638.290000000001,5635.89,5630.68,5623.8375,5615.18,5605.554999999999,5597.05875,5588.17625,5577.125,5566.706249999999,5557.553749999999,5545.8475,5536.581250000001,5526.675000000001,5516.1587500000005,5504.9775,5493.106249999999,5480.0700000000015,5468.431250000001,5453.5875,5442.4725,5430.74125,5421.796249999999,5413.23625,5409.280000000001,5411.155000000001,5414.03125,5422.37375,5428.4875,5439.77125,5447.3575,5455.719999999999,5462.89125,5463.383749999999,5462.535,5463.18,5463.18,5462.1587500000005,5460.808749999999,5460.375,5461.88125,5465.445000000001,5470.4175,5478.773749999999,5486.96125,5492.09,5499.09125,5503.29,5504.91125,5504.5825,5500.575,5493.9375,5485.28875,5478.28,5469.48625,5462.82375,5457.88125,5455.01,5452.76875,5449.40375,5447.35625,5443.61125,5441.733749999999,5443.46,5443.18375,5442.8075,5443.55625,5444.04375,5441.85125,5440.98125,5439.98375,5429.7837500000005,5420.5975,5408.0675,5397.101250000001,5383.616250000001,5372.9275,5360.411250000001,5344.535,5335.98375,5332.735,5331.766250000001,5330.607499999999,5332.2325,4.762499999999932
6163.925,6163.583333333333,6163.449999999999,6163.5583333333325,6164.5599999999995,6166.03,6167.764999999999,6167.3550000000005,6167.221666666666,6163.521666666666,6156.953333333333,6148.146666666666,6139.721666666666,6136.1066666666675,6131.609999999999,6130.818333333334,6134.236666666666,6140.974999999999,6147.316666666666,6150.526666666667,6153.375,6153.926666666667,6153.391666666666,6151.013333333333,6148.695,6144.9349999999995,6144.511666666666,6144.3533333333335,6143.8550000000005,6145.735000000001,6148.233333333334,6150.5,6151.166666666666,6152.336666666667,6153.673333333333,6152.506666666666,6150.341666666667,6149.501666666667,6148.205,6147.128333333334,6145.795,6145.461666666667,6145.461666666667,6145.455,6144.761666666666,6143.318333333334,6142.661666666667,6141.828333333333,6139.9383333333335,6136.613333333333,6133.1883333333335,6127.125000000001,6118.898333333333,6104.008333333333,6092.504999999999,6082.581666666666,6073.426666666666,6071.151666666667,6070.868333333333,6075.705,6078.528333333333,6082.278333333333,6084.8,6081.945,6077.299999999999,6071.419999999999,6066.535000000001,6059.53,6057.02,6052.561666666666,6049.846666666666,6040.296666666666,6021.821666666667,6007.331666666666,5981.883333333332,5954.349999999999,5920.544999999999,5894.484999999999,5879.133333333332,5859.311666666666,5845.483333333334,5829.221666666666,5810.031666666667,5790.883333333333,5763.829999999999,5732.153333333333,5696.835,5661.805,5636.268333333333,5618.181666666667,5619.928333333333,5629.601666666667,5651.588333333333,5674.0599999999995,5689.954999999999,5707.731666666667,5723.461666666666,5731.731666666667,5714.901666666667,5715.293333333333,5719.966666666667,5715.594999999999,5703.453333333333,5692.191666666667,5698.891666666666,5695.796666666666,5692.9,5691.611666666666,5685.355,5682.009999999999,5687.009999999999,5691.853333333333,5691.74,5696.34,5697.661666666667,5699.49,5687.953333333333,5673.164999999999,5661.373333333334,5640.781666666667,5622.391666666667,5616.385,5610.24,5608.705,5609.200000000001,5613.581666666667,5615.74,5606.826666666666,5602.9766666666665,5594.9316666666655,5590.384999999999,5580.823333333334,5578.025,5571.831666666666,5573.638333333333,5578.313333333333,5578.906666666667,5583.166666666666,5584.541666666666,5589.655,5588.676666666666,5589.146666666666,5593.295,5599.579999999999,5603.898333333333,5608.466666666667,5611.796666666666,5615.734999999999,5621.169999999999,5624.958333333333,5629.103333333333,5631.204999999999,5632.709999999999,5636.213333333333,5634.663333333334,5634.918333333333,5638.711666666667,5644.208333333333,5648.875,5651.676666666666,5657.691666666667,5663.4366666666665,5668.77,5675.495,5684.349999999999,5696.134999999999,5704.901666666666,5712.011666666666,5719.446666666667,5724.52,5727.498333333334,5724.245,5722.513333333333,5718.8083333333325,5711.728333333333,5706.3516666666665,5703.016666666667,5703.218333333332,5705.718333333332,5710.341666666667,5.231666666666721
6159.192,6160.38,6163.01,6164.892,6166.322,6164.710000000001,6163.522000000001,6163.694,6162.354,6163.456,6165.156,6167.236000000001,6168.540000000001,6168.38,6166.75,6162.21,6154.264,6143.694000000001,6135.380000000001,6131.042,6128.456000000001,6130.848000000001,6137.572,6145.198,6148.832,6153.742000000001,6155.524000000001,6154.476000000001,6152.472000000001,6149.634000000001,6146.634000000001,6143.6140000000005,6144.226000000001,6143.630000000001,6143.8820000000005,6146.082,6150.592000000001,6150.8,6152.402000000001,6153.808000000001,6153.408,6151.210000000001,6150.402000000001,6148.802000000001,6147.444,6145.954000000001,6145.354,6145.354,6145.554,6145.502,6144.604,6142.982,6141.994000000001,6140.994000000001,6138.934000000001,6135.724000000001,6132.448000000001,6124.338000000001,6114.478000000001,6097.878000000001,6086.004000000001,6074.996,6068.010000000001,6067.042,6074.710000000001,6077.718000000001,6081.139999999999,6085.618000000001,6084.388000000001,6080.334,6076.624,6069.188000000001,6062.2480000000005,6055.294000000001,6054.478,6050.648000000001,6050.736000000001,6037.702000000001,6016.998,5995.668,5969.664000000001,5936.052,5907.034,5884.898,5863.16,5848.582,5839.024000000001,5826.464,5805.6900000000005,5778.998,5748.581999999999,5712.586,5680.160000000001,5648.592000000001,5620.152000000001,5604.22,5613.912000000001,5631.906000000001,5667.900000000001,5693.942,5706.280000000001,5709.584,5726.544000000001,5728.078,5716.91,5724.348000000001,5720.962,5700.144,5692.610000000001,5700.826,5697.228,5695.344000000001,5693.728,5685.934,5684.406,5680.567999999999,5686.684,5694.088000000001,5693.8820000000005,5699.116000000001,5703.188,5695.544000000001,5682.004000000001,5671.798000000001,5651.9220000000005,5630.860000000001,5610.670000000001,5609.662,5606.494000000001,5608.596000000001,5614.024000000001,5620.2880000000005,5609.896000000001,5605.566,5599.62,5591.473999999999,5586.188,5578.388,5575.334,5568.192,5574.067999999999,5576.988,5583.888,5584.558000000001,5590.586,5587.412,5586.504000000001,5589.276000000001,5596.042,5602.604,5607.678,5611.16,5613.684,5616.204,5621.950000000001,5627.876,5632.442,5634.45,5634.054,5634.256000000001,5633.5960000000005,5634.854,5641.450000000001,5648.248,5649.248,5654.6720000000005,5660.924000000001,5664.524000000001,5670.924,5680.192,5688.456,5700.804,5710.682000000001,5716.414000000001,5723.666000000001,5728.396000000001,5726.092000000001,5724.0160000000005,5723.284,5715.648,-7.331999999999971
5986.7411111111105,5964.193333333333,5938.203333333332,5916.7955555555545,5893.932222222221,5876.3644444444435,5858.34111111111,5832.659999999999,5810.87,5789.782222222222,5768.337777777778,5744.597777777778,5713.455555555555,5683.964444444444,5659.335555555555,5650.253333333334,5648.051111111112,5651.734444444445,5653.608888888889,5655.832222222222,5666.599999999999,5691.357777777777,5711.693333333332,5716.214444444443,5717.185555555554,5716.075555555555,5709.271111111111,5710.953333333333,5713.184444444444,5710.32111111111,5698.742222222222,5690.187777777778,5693.744444444444,5690.994444444444,5687.879999999999,5691.264444444444,5691.008888888888,5689.886666666666,5692.043333333332,5692.2377777777765,5692.273333333333,5688.825555555555,5682.8822222222225,5676.128888888889,5661.224444444445,5645.93,5642.036666666668,5631.425555555556,5623.577777777778,5615.935555555556,5611.643333333334,5607.646666666667,5605.672222222222,5606.222222222222,5605.27111111111,5598.602222222222,5592.032222222222,5587.193333333333,5580.759999999999,5579.593333333333,5580.320000000001,5579.988888888889,5578.825555555555,5580.2666666666655,5580.273333333333,5584.828888888888,5587.734444444444,5594.297777777778,5596.12,5597.323333333333,5599.9800000000005,5603.915555555554,5608.53,5615.307777777777,5620.307777777777,5623.96111111111,5625.253333333333,5626.0022222222215,5630.073333333334,5632.772222222222,5635.722222222221,5639.278888888888,5640.612222222222,5641.946666666667,5645.122222222222,5650.43,5656.206666666666,5660.983333333333,5667.833333333333,5674.901111111111,5683.404444444444,5690.892222222222,5698.297777777777,5706.163333333333,5712.385555555555,5717.608888888889,5720.387777777778,5722.237777777778,5721.27,5716.558888888889,5713.352222222222,5711.612222222221,5709.568888888888,5709.703333333333,5709.832222222222,5710.777777777777,5711.334444444445,5712.363333333335,5713.793333333334,5713.967777777777,5712.4,5709.645555555555,5707.055555555556,5703.283333333334,5699.281111111111,5695.311111111111,5692.902222222222,5691.982222222222,5692.193333333334,5693.573333333333,5694.526666666666,5693.788888888889,5695.268888888889,5697.697777777778,5700.841111111112,5704.354444444443,5708.0822222222205,5709.75111111111,5711.273333333334,5712.495555555556,5714.188888888889,5715.018888888889,5713.826666666667,5712.43,5710.586666666667,5705.652222222222,5702.776666666666,5698.997777777777,5695.442222222222,5690.743333333333,5682.745555555555,5675.873333333333,5668.986666666667,5662.925555555555,5655.607777777776,5647.71111111111,5638.045555555555,5629.1322222222225,5616.983333333334,5608.964444444445,5603.040000000001,5598.117777777778,5591.767777777778,5587.3822222222225,5582.263333333332,5581.244444444444,5580.4511111111115,5582.711111111111,5584.426666666667,5584.662222222222,5583.693333333334,5581.346666666666,5579.052222222222,5580.31111111111,5580.884444444444,5581.43111111111,5586.213333333334,5592.623333333333,5598.278888888888,5604.389999999999,5613.1433333333325,5622.978888888889,5629.653333333334,5635.542222222222,5640.158888888888,5640.376666666667,5638.0888888888885,5636.346666666667,5632.271111111111,5626.566666666667,-8.251111111111033
6070.30875,6065.9662499999995,6063.850000000001,6058.22625,6053.8675,6043.663749999999,6028.7,6017.9,6000.36125,5979.3412499999995,5951.51125,5925.10625,5900.664999999999,5882.161249999999,5868.107499999999,5845.758749999999,5822.6225,5802.50625,5783.12875,5760.4125,5731.38375,5697.62875,5665.71125,5644.226250000001,5640.55125,5639.451250000001,5647.2025,5654.058750000001,5660.55125,5678.67125,5705.946249999999,5724.6137499999995,5718.432499999999,5718.3275,5711.835,5709.8225,5716.070000000001,5712.95875,5700.005,5691.37625,5695.33375,5692.06125,5690.11125,5687.7699999999995,5687.6725,5691.1224999999995,5689.969999999999,5692.468749999999,5693.6825,5693.67875,5689.62125,5684.48875,5670.7425,5654.165,5641.671250000001,5633.712500000001,5624.055,5616.400000000001,5611.677500000001,5609.477500000001,5607.446250000001,5608.24625,5609.49375,5600.3099999999995,5596.78625,5588.56625,5584.065,5576.93375,5577.9175000000005,5578.925,5578.73375,5579.742499999999,5579.6825,5583.5575,5585.90625,5591.91125,5593.47625,5595.692499999999,5598.426250000001,5602.532499999999,5606.3475,5611.47125,5617.84625,5622.5512499999995,5625.282499999999,5626.251249999999,5627.95625,5632.28125,5634.996249999999,5636.938749999999,5638.43875,5640.68875,5642.785000000001,5647.635,5653.7325,5657.35625,5664.01875,5671.12125,5677.01375,5686.58,5695.7525,5702.6075,5710.334999999999,5716.93375,5721.06,5723.142500000001,5724.375000000001,5719.6125,5715.455,5712.688749999999,5708.737499999999,5707.16625,5708.040000000001,5709.1849999999995,5710.25,5713.197500000001,5714.892500000001,5715.95125,5715.33875,5711.9225,5707.10125,5704.91625,5700.753750000001,5696.6900000000005,5694.01375,5691.39,5691.217500000001,5692.60625,5693.8412499999995,5693.00625,5694.235000000001,5696.240000000001,5699.375000000001,5702.945,5705.308749999999,5709.092499999999,5710.8062500000015,5712.681250000001,5714.05125,5715.52,5715.726250000001,5713.98375,5712.030000000001,5708.12625,5704.48125,5701.2474999999995,5697.49625,5692.96125,5688.21,5680.76,5672.8575,5665.23,5660.058749999999,5651.416249999999,5643.55,5632.925,5623.64875,5614.227500000001,5605.487500000001,5598.6675000000005,5592.32125,5588.23875,5583.546249999999,5580.795,5579.05125,5582.55,5584.6925,5584.547500000001,5583.530000000001,5583.2375,5581.44875,5579.933749999999,5579.745,5579.53875,5581.110000000001,5586.7025,5593.50375,5599.938749999999,5609.161249999999,5619.80125,8.133749999999964
